0_side=l_itd=50_az=0_mag=0_lpf=0,0__side=l_itd=50_az=0_mag=0_lpf=0__l=gae-bae-dae-bae-gae-bae-gae-dae-dae__r=dae-gae-dae-dae-gae-gae-dae-bae-dae.wav,Masker,dae,0,gae,26460,dae,52920,dae,90405,gae,116865,gae,132300,dae,158760,bae,196245,dae,222705
1_side=l_itd=50_az=0_mag=0_lpf=0,1__side=l_itd=50_az=0_mag=0_lpf=0__l=dae-dae-bae-gae-bae-gae-gae-dae-bae__r=dae-dae-dae-dae-dae-gae-bae-gae-dae.wav,Target,dae,0,dae,37485,bae,63945,gae,79380,bae,105840,gae,143325,gae,158760,dae,185220,bae,222705
1_side=l_itd=50_az=0_mag=0_lpf=0,1__side=l_itd=50_az=0_mag=0_lpf=0__l=dae-dae-bae-gae-bae-gae-gae-dae-bae__r=dae-dae-dae-dae-dae-gae-bae-gae-dae.wav,Masker,dae,11025,dae,26460,dae,52920,dae,90405,dae,116865,gae,132300,bae,169785,gae,196245,dae,211680
2_side=l_itd=50_az=0_mag=0_lpf=0,2__side=l_itd=50_az=0_mag=0_lpf=0__l=gae-dae-gae-gae-gae-gae-dae-bae-dae__r=gae-bae-gae-bae-gae-bae-dae-dae-dae.wav,Target,gae,11025,dae,26460,gae,63945,gae,79380,gae,116865,gae,132300,dae,158760,bae,185220,dae,222705
2_side=l_itd=50_az=0_mag=0_lpf=0,2__side=l_itd=50_az=0_mag=0_lpf=0__l=gae-dae-gae-gae-gae-gae-dae-bae-dae__r=gae-bae-gae-bae-gae-bae-dae-dae-dae.wav,Masker,gae,0,bae,37485,gae,52920,bae,90405,gae,105840,bae,143325,dae,169785,dae,196245,dae,211680
3_side=l_itd=50_az=0_mag=0_lpf=0,3__side=l_itd=50_az=0_mag=0_lpf=0__l=dae-bae-gae-dae-dae-dae-dae-gae-gae__r=dae-gae-dae-bae-gae-bae-dae-gae-gae.wav,Target,dae,11025,bae,37485,gae,63945,dae,90405,dae,105840,dae,132300,dae,158760,gae,185220,gae,222705
3_side=l_itd=50_az=0_mag=0_lpf=0,3__side=l_itd=50_az=0_mag=0_lpf=0__l=dae-bae-gae-dae-dae-dae-dae-gae-gae__r=dae-gae-dae-bae-gae-bae-dae-gae-gae.wav,Masker,dae,0,gae,26460,dae,52920,bae,79380,gae,116865,bae,143325,dae,169785,gae,196245,gae,211680
0_side=r_itd=500_az=0_mag=0_lpf=0,0__side=r_itd=500_az=0_mag=0_lpf=0__l=dae-dae-dae-gae-dae-dae-bae-dae-gae__r=dae-dae-bae-dae-dae-dae-dae-gae-bae.wav,Masker,dae,0,dae,37485,dae,52920,gae,79380,dae,105840,dae,143325,bae,169785,dae,196245,gae,222705
0_side=r_itd=500_az=0_mag=0_lpf=0,0__side=r_itd=500_az=0_mag=0_lpf=0__l=dae-dae-dae-gae-dae-dae-bae-dae-gae__r=dae-dae-bae-dae-dae-dae-dae-gae-bae.wav,Target,dae,11025,dae,26460,bae,63945,dae,90405,dae,116865,dae,132300,dae,158760,gae,185220,bae,211680
1_side=r_itd=500_az=0_mag=0_lpf=0,1__side=r_itd=500_az=0_mag=0_lpf=0__l=dae-dae-gae-dae-gae-bae-dae-gae-bae__r=dae-gae-bae-gae-gae-dae-gae-dae-gae.wav,Masker,dae,11025,dae,37485,gae,63945,dae,90405,gae,105840,bae,132300,dae,158760,gae,196245,bae,222705
1_side=r_itd=500_az=0_mag=0_lpf=0,1__side=r_itd=500_az=0_mag=0_lpf=0__l=dae-dae-gae-dae-gae-bae-dae-gae-bae__r=dae-gae-bae-gae-gae-dae-gae-dae-gae.wav,Target,dae,0,gae,26460,bae,52920,gae,79380,gae,116865,dae,143325,gae,169785,dae,185220,gae,211680
2_side=r_itd=500_az=0_mag=0_lpf=0,2__side=r_itd=500_az=0_mag=0_lpf=0__l=gae-gae-gae-dae-gae-dae-bae-gae-gae__r=dae-bae-dae-gae-bae-dae-dae-gae-bae.wav,Masker,gae,11025,gae,37485,gae,52920,dae,79380,gae,116865,dae,132300,bae,158760,gae,196245,gae,222705
2_side=r_itd=500_az=0_mag=0_lpf=0,2__side=r_itd=500_az=0_mag=0_lpf=0__l=gae-gae-gae-dae-gae-dae-bae-gae-gae__r=dae-bae-dae-gae-bae-dae-dae-gae-bae.wav,Target,dae,0,bae,26460,dae,63945,gae,90405,bae,105840,dae,143325,dae,169785,gae,185220,bae,211680
3_side=r_itd=500_az=0_mag=0_lpf=0,3__side=r_itd=500_az=0_mag=0_lpf=0__l=dae-gae-bae-gae-gae-dae-gae-gae-gae__r=gae-gae-dae-gae-bae-gae-bae-dae-bae.wav,Masker,dae,11025,gae,26460,bae,52920,gae,79380,gae,116865,dae,132300,gae,158760,gae,185220,gae,211680
3_side=r_itd=500_az=0_mag=0_lpf=0,3__side=r_itd=500_az=0_mag=0_lpf=0__l=dae-gae-bae-gae-gae-dae-gae-gae-gae__r=gae-gae-dae-gae-bae-gae-bae-dae-bae.wav,Target,gae,0,gae,37485,dae,63945,gae,90405,bae,105840,gae,143325,bae,169785,dae,196245,bae,222705
0_side=l_itd=500_az=0_mag=0_lpf=0,0__side=l_itd=500_az=0_mag=0_lpf=0__l=gae-bae-gae-dae-gae-gae-dae-dae-gae__r=dae-gae-gae-bae-gae-dae-bae-dae-gae.wav,Target,gae,0,bae,37485,gae,63945,dae,79380,gae,116865,gae,132300,dae,169785,dae,196245,gae,211680
0_side=l_itd=500_az=0_mag=0_lpf=0,0__side=l_itd=500_az=0_mag=0_lpf=0__l=gae-bae-gae-dae-gae-gae-dae-dae-gae__r=dae-gae-gae-bae-gae-dae-bae-dae-gae.wav,Masker,dae,11025,gae,26460,gae,52920,bae,90405,gae,105840,dae,143325,bae,158760,dae,185220,gae,222705
1_side=l_itd=500_az=0_mag=0_lpf=0,1__side=l_itd=500_az=0_mag=0_lpf=0__l=dae-dae-dae-gae-dae-dae-bae-dae-gae__r=gae-dae-bae-gae-bae-dae-dae-dae-bae.wav,Target,dae,11025,dae,26460,dae,52920,gae,90405,dae,116865,dae,132300,bae,169785,dae,196245,gae,222705
1_side=l_itd=500_az=0_mag=0_lpf=0,1__side=l_itd=500_az=0_mag=0_lpf=0__l=dae-dae-dae-gae-dae-dae-bae-dae-gae__r=gae-dae-bae-gae-bae-dae-dae-dae-bae.wav,Masker,gae,0,dae,37485,bae,63945,gae,79380,bae,105840,dae,143325,dae,158760,dae,185220,bae,211680
2_side=l_itd=500_az=0_mag=0_lpf=0,2__side=l_itd=500_az=0_mag=0_lpf=0__l=gae-dae-gae-bae-gae-gae-dae-bae-gae__r=gae-bae-gae-dae-gae-bae-dae-gae-gae.wav,Target,gae,0,dae,26460,gae,63945,bae,79380,gae,105840,gae,132300,dae,158760,bae,196245,gae,211680
2_side=l_itd=500_az=0_mag=0_lpf=0,2__side=l_itd=500_az=0_mag=0_lpf=0__l=gae-dae-gae-bae-gae-gae-dae-bae-gae__r=gae-bae-gae-dae-gae-bae-dae-gae-gae.wav,Masker,gae,11025,bae,37485,gae,52920,dae,90405,gae,116865,bae,143325,dae,169785,gae,185220,gae,222705
3_side=l_itd=500_az=0_mag=0_lpf=0,3__side=l_itd=500_az=0_mag=0_lpf=0__l=dae-dae-dae-gae-gae-gae-gae-gae-bae__r=dae-bae-dae-dae-bae-gae-bae-dae-dae.wav,Target,dae,0,dae,37485,dae,63945,gae,90405,gae,105840,gae,143325,gae,158760,gae,196245,bae,222705
3_side=l_itd=500_az=0_mag=0_lpf=0,3__side=l_itd=500_az=0_mag=0_lpf=0__l=dae-dae-dae-gae-gae-gae-gae-gae-bae__r=dae-bae-dae-dae-bae-gae-bae-dae-dae.wav,Masker,dae,11025,bae,26460,dae,52920,dae,79380,bae,116865,gae,132300,bae,169785,dae,185220,dae,211680
0_side=r_itd=0_az=5_mag=0_lpf=0,0__side=r_itd=0_az=5_mag=0_lpf=0__l=dae-dae-gae-dae-gae-bae-gae-gae-gae__r=dae-bae-dae-bae-gae-dae-dae-dae-bae.wav,Masker,dae,11025,dae,37485,gae,63945,dae,79380,gae,116865,bae,143325,gae,158760,gae,185220,gae,222705
0_side=r_itd=0_az=5_mag=0_lpf=0,0__side=r_itd=0_az=5_mag=0_lpf=0__l=dae-dae-gae-dae-gae-bae-gae-gae-gae__r=dae-bae-dae-bae-gae-dae-dae-dae-bae.wav,Target,dae,0,bae,26460,dae,52920,bae,90405,gae,105840,dae,132300,dae,169785,dae,196245,bae,211680
1_side=r_itd=0_az=5_mag=0_lpf=0,1__side=r_itd=0_az=5_mag=0_lpf=0__l=dae-dae-bae-gae-dae-dae-bae-dae-dae__r=gae-dae-gae-dae-bae-dae-dae-dae-bae.wav,Masker,dae,11025,dae,37485,bae,52920,gae,79380,dae,105840,dae,143325,bae,169785,dae,196245,dae,211680
1_side=r_itd=0_az=5_mag=0_lpf=0,1__side=r_itd=0_az=5_mag=0_lpf=0__l=dae-dae-bae-gae-dae-dae-bae-dae-dae__r=gae-dae-gae-dae-bae-dae-dae-dae-bae.wav,Target,gae,0,dae,26460,gae,63945,dae,90405,bae,116865,dae,132300,dae,158760,dae,185220,bae,222705
2_side=r_itd=0_az=5_mag=0_lpf=0,2__side=r_itd=0_az=5_mag=0_lpf=0__l=dae-gae-dae-dae-gae-dae-bae-gae-gae__r=dae-bae-gae-dae-gae-gae-gae-gae-bae.wav,Masker,dae,11025,gae,26460,dae,52920,dae,79380,gae,116865,dae,143325,bae,158760,gae,196245,gae,211680
2_side=r_itd=0_az=5_mag=0_lpf=0,2__side=r_itd=0_az=5_mag=0_lpf=0__l=dae-gae-dae-dae-gae-dae-bae-gae-gae__r=dae-bae-gae-dae-gae-gae-gae-gae-bae.wav,Target,dae,0,bae,37485,gae,63945,dae,90405,gae,105840,gae,132300,gae,169785,gae,185220,bae,222705
3_side=r_itd=0_az=5_mag=0_lpf=0,3__side=r_itd=0_az=5_mag=0_lpf=0__l=dae-gae-dae-gae-dae-bae-dae-bae-gae__r=dae-bae-dae-bae-dae-gae-gae-gae-gae.wav,Masker,dae,0,gae,26460,dae,52920,gae,79380,dae,116865,bae,132300,dae,158760,bae,196245,gae,211680
3_side=r_itd=0_az=5_mag=0_lpf=0,3__side=r_itd=0_az=5_mag=0_lpf=0__l=dae-gae-dae-gae-dae-bae-dae-bae-gae__r=dae-bae-dae-bae-dae-gae-gae-gae-gae.wav,Target,dae,11025,bae,37485,dae,63945,bae,90405,dae,105840,gae,143325,gae,169785,gae,185220,gae,222705
0_side=l_itd=0_az=5_mag=0_lpf=0,0__side=l_itd=0_az=5_mag=0_lpf=0__l=dae-dae-bae-gae-dae-gae-gae-bae-dae__r=gae-dae-dae-gae-gae-bae-gae-gae-gae.wav,Target,dae,11025,dae,26460,bae,52920,gae,79380,dae,105840,gae,132300,gae,169785,bae,185220,dae,211680
0_side=l_itd=0_az=5_mag=0_lpf=0,0__side=l_itd=0_az=5_mag=0_lpf=0__l=dae-dae-bae-gae-dae-gae-gae-bae-dae__r=gae-dae-dae-gae-gae-bae-gae-gae-gae.wav,Masker,gae,0,dae,37485,dae,63945,gae,90405,gae,116865,bae,143325,gae,158760,gae,196245,gae,222705
1_side=l_itd=0_az=5_mag=0_lpf=0,1__side=l_itd=0_az=5_mag=0_lpf=0__l=dae-gae-dae-bae-dae-dae-dae-dae-bae__r=dae-dae-gae-dae-gae-dae-bae-dae-dae.wav,Target,dae,0,gae,26460,dae,63945,bae,79380,dae,105840,dae,132300,dae,158760,dae,185220,bae,222705
1_side=l_itd=0_az=5_mag=0_lpf=0,1__side=l_itd=0_az=5_mag=0_lpf=0__l=dae-gae-dae-bae-dae-dae-dae-dae-bae__r=dae-dae-gae-dae-gae-dae-bae-dae-dae.wav,Masker,dae,11025,dae,37485,gae,52920,dae,90405,gae,116865,dae,143325,bae,169785,dae,196245,dae,211680
2_side=l_itd=0_az=5_mag=0_lpf=0,2__side=l_itd=0_az=5_mag=0_lpf=0__l=dae-dae-dae-bae-gae-bae-gae-gae-bae__r=dae-bae-gae-gae-dae-gae-dae-dae-gae.wav,Target,dae,11025,dae,26460,dae,63945,bae,79380,gae,116865,bae,132300,gae,158760,gae,185220,bae,211680
2_side=l_itd=0_az=5_mag=0_lpf=0,2__side=l_itd=0_az=5_mag=0_lpf=0__l=dae-dae-dae-bae-gae-bae-gae-gae-bae__r=dae-bae-gae-gae-dae-gae-dae-dae-gae.wav,Masker,dae,0,bae,37485,gae,52920,gae,90405,dae,105840,gae,143325,dae,169785,dae,196245,gae,222705
3_side=l_itd=0_az=5_mag=0_lpf=0,3__side=l_itd=0_az=5_mag=0_lpf=0__l=gae-gae-dae-gae-dae-bae-gae-gae-gae__r=gae-bae-dae-bae-dae-gae-dae-dae-bae.wav,Target,gae,11025,gae,26460,dae,52920,gae,90405,dae,116865,bae,143325,gae,169785,gae,185220,gae,211680
3_side=l_itd=0_az=5_mag=0_lpf=0,3__side=l_itd=0_az=5_mag=0_lpf=0__l=gae-gae-dae-gae-dae-bae-gae-gae-gae__r=gae-bae-dae-bae-dae-gae-dae-dae-bae.wav,Masker,gae,0,bae,37485,dae,63945,bae,79380,dae,105840,gae,132300,dae,158760,dae,196245,bae,222705
0_side=r_itd=0_az= 5_mag=1_lpf=0,0__side=r_itd=0_az= 5_mag=1_lpf=0__l=dae-bae-dae-gae-gae-gae-dae-gae-bae__r=gae-dae-gae-bae-gae-gae-gae-gae-gae.wav,Masker,dae,11025,bae,37485,dae,63945,gae,90405,gae,116865,gae,143325,dae,169785,gae,185220,bae,211680
0_side=r_itd=0_az= 5_mag=1_lpf=0,0__side=r_itd=0_az= 5_mag=1_lpf=0__l=dae-bae-dae-gae-gae-gae-dae-gae-bae__r=gae-dae-gae-bae-gae-gae-gae-gae-gae.wav,Target,gae,0,dae,26460,gae,52920,bae,79380,gae,105840,gae,132300,gae,158760,gae,196245,gae,222705
1_side=r_itd=0_az= 5_mag=1_lpf=0,1__side=r_itd=0_az= 5_mag=1_lpf=0__l=gae-dae-dae-gae-dae-gae-bae-gae-bae__r=gae-gae-gae-bae-gae-gae-gae-dae-gae.wav,Masker,gae,0,dae,26460,dae,63945,gae,90405,dae,116865,gae,143325,bae,169785,gae,196245,bae,222705
1_side=r_itd=0_az= 5_mag=1_lpf=0,1__side=r_itd=0_az= 5_mag=1_lpf=0__l=gae-dae-dae-gae-dae-gae-bae-gae-bae__r=gae-gae-gae-bae-gae-gae-gae-dae-gae.wav,Target,gae,11025,gae,37485,gae,52920,bae,79380,gae,105840,gae,132300,gae,158760,dae,185220,gae,211680
2_side=r_itd=0_az= 5_mag=1_lpf=0,2__side=r_itd=0_az= 5_mag=1_lpf=0__l=dae-gae-dae-gae-bae-dae-bae-dae-bae__r=dae-bae-dae-gae-dae-gae-dae-dae-gae.wav,Masker,dae,11025,gae,26460,dae,63945,gae,90405,bae,105840,dae,143325,bae,169785,dae,185220,bae,211680
2_side=r_itd=0_az= 5_mag=1_lpf=0,2__side=r_itd=0_az= 5_mag=1_lpf=0__l=dae-gae-dae-gae-bae-dae-bae-dae-bae__r=dae-bae-dae-gae-dae-gae-dae-dae-gae.wav,Target,dae,0,bae,37485,dae,52920,gae,79380,dae,116865,gae,132300,dae,158760,dae,196245,gae,222705
3_side=r_itd=0_az= 5_mag=1_lpf=0,3__side=r_itd=0_az= 5_mag=1_lpf=0__l=gae-gae-gae-dae-dae-dae-dae-gae-bae__r=dae-bae-dae-dae-bae-gae-bae-gae-gae.wav,Masker,gae,11025,gae,37485,gae,52920,dae,79380,dae,105840,dae,143325,dae,169785,gae,196245,bae,222705
3_side=r_itd=0_az= 5_mag=1_lpf=0,3__side=r_itd=0_az= 5_mag=1_lpf=0__l=gae-gae-gae-dae-dae-dae-dae-gae-bae__r=dae-bae-dae-dae-bae-gae-bae-gae-gae.wav,Target,dae,0,bae,26460,dae,63945,dae,90405,bae,116865,gae,132300,bae,158760,gae,185220,gae,211680
0_side=l_itd=0_az=5_mag=1_lpf=0,0__side=l_itd=0_az=5_mag=1_lpf=0__l=dae-gae-bae-gae-gae-dae-gae-dae-gae__r=gae-gae-gae-gae-dae-bae-dae-gae-bae.wav,Target,dae,11025,gae,37485,bae,63945,gae,79380,gae,116865,dae,132300,gae,169785,dae,185220,gae,211680
0_side=l_itd=0_az=5_mag=1_lpf=0,0__side=l_itd=0_az=5_mag=1_lpf=0__l=dae-gae-bae-gae-gae-dae-gae-dae-gae__r=gae-gae-gae-gae-dae-bae-dae-gae-bae.wav,Masker,gae,0,gae,26460,gae,52920,gae,90405,dae,105840,bae,143325,dae,158760,gae,196245,bae,222705
1_side=l_itd=0_az=5_mag=1_lpf=0,1__side=l_itd=0_az=5_mag=1_lpf=0__l=dae-dae-gae-dae-dae-dae-bae-dae-gae__r=dae-gae-bae-gae-bae-dae-dae-gae-dae.wav,Target,dae,0,dae,37485,gae,52920,dae,90405,dae,116865,dae,143325,bae,169785,dae,185220,gae,211680
1_side=l_itd=0_az=5_mag=1_lpf=0,1__side=l_itd=0_az=5_mag=1_lpf=0__l=dae-dae-gae-dae-dae-dae-bae-dae-gae__r=dae-gae-bae-gae-bae-dae-dae-gae-dae.wav,Masker,dae,11025,gae,26460,bae,63945,gae,79380,bae,105840,dae,132300,dae,158760,gae,196245,dae,222705
2_side=l_itd=0_az=5_mag=1_lpf=0,2__side=l_itd=0_az=5_mag=1_lpf=0__l=dae-gae-dae-dae-dae-gae-bae-dae-bae__r=dae-dae-bae-gae-bae-dae-gae-gae-gae.wav,Target,dae,11025,gae,26460,dae,63945,dae,79380,dae,105840,gae,132300,bae,169785,dae,196245,bae,222705
2_side=l_itd=0_az=5_mag=1_lpf=0,2__side=l_itd=0_az=5_mag=1_lpf=0__l=dae-gae-dae-dae-dae-gae-bae-dae-bae__r=dae-dae-bae-gae-bae-dae-gae-gae-gae.wav,Masker,dae,0,dae,37485,bae,52920,gae,90405,bae,116865,dae,143325,gae,158760,gae,185220,gae,211680
3_side=l_itd=0_az=5_mag=1_lpf=0,3__side=l_itd=0_az=5_mag=1_lpf=0__l=dae-dae-dae-gae-bae-dae-gae-gae-dae__r=dae-bae-gae-gae-gae-dae-bae-gae-dae.wav,Target,dae,0,dae,26460,dae,63945,gae,90405,bae,116865,dae,143325,gae,158760,gae,185220,dae,222705
3_side=l_itd=0_az=5_mag=1_lpf=0,3__side=l_itd=0_az=5_mag=1_lpf=0__l=dae-dae-dae-gae-bae-dae-gae-gae-dae__r=dae-bae-gae-gae-gae-dae-bae-gae-dae.wav,Masker,dae,11025,bae,37485,gae,52920,gae,79380,gae,105840,dae,132300,bae,169785,gae,196245,dae,211680
